"Name","Latitude","Longitude","Year","LoganProbability","pestCode","climGrid","LoganProbability2b","SafranyikProbability","SafranyikP3P4Probability","ColdToleranceSurvival","HybridCT","ProductpLpSpC","GeometricproductpL2bpSpC","GeometricproductpL2bpC"
"047-004",82.8296127319,-93.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"048-004",82.8296127319,-91.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"049-004",82.8296127319,-90,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"050-004",82.8296127319,-88.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"051-004",82.8296127319,-86.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"052-004",82.8296127319,-84.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"053-004",82.8296127319,-82.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"054-004",82.8296127319,-80.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"055-004",82.8296127319,-78.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"056-004",82.8296127319,-76.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"057-004",82.8296127319,-75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"058-004",82.8296127319,-73.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"059-004",82.8296127319,-71.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"060-004",82.8296127319,-69.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"061-004",82.8296127319,-67.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"062-004",82.8296127319,-65.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"063-004",82.8296127319,-63.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"064-004",82.8296127319,-61.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"065-004",82.8296127319,-60,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"066-004",82.8296127319,-58.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"067-004",82.8296127319,-56.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"068-004",82.8296127319,-54.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"042-005",80.9254837036,-103.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"043-005",80.9254837036,-101.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"044-005",80.9254837036,-99.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"045-005",80.9254837036,-97.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"046-005",80.9254837036,-95.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"047-005",80.9254837036,-93.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"048-005",80.9254837036,-91.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"049-005",80.9254837036,-90,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"050-005",80.9254837036,-88.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"051-005",80.9254837036,-86.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"052-005",80.9254837036,-84.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"053-005",80.9254837036,-82.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"054-005",80.9254837036,-80.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"055-005",80.9254837036,-78.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"056-005",80.9254837036,-76.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"057-005",80.9254837036,-75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"058-005",80.9254837036,-73.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"059-005",80.9254837036,-71.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"060-005",80.9254837036,-69.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"061-005",80.9254837036,-67.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"062-005",80.9254837036,-65.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"063-005",80.9254837036,-63.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"064-005",80.9254837036,-61.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"065-005",80.9254837036,-60,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"034-006",79.0213546753,-118.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"035-006",79.0213546753,-116.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"036-006",79.0213546753,-114.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"037-006",79.0213546753,-112.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"038-006",79.0213546753,-110.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"039-006",79.0213546753,-108.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"040-006",79.0213546753,-106.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"041-006",79.0213546753,-105,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"042-006",79.0213546753,-103.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"043-006",79.0213546753,-101.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"044-006",79.0213546753,-99.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"045-006",79.0213546753,-97.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"046-006",79.0213546753,-95.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"047-006",79.0213546753,-93.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"048-006",79.0213546753,-91.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"049-006",79.0213546753,-90,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"050-006",79.0213546753,-88.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"051-006",79.0213546753,-86.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"052-006",79.0213546753,-84.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"053-006",79.0213546753,-82.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"054-006",79.0213546753,-80.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"055-006",79.0213546753,-78.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"056-006",79.0213546753,-76.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"057-006",79.0213546753,-75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"058-006",79.0213546753,-73.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"059-006",79.0213546753,-71.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"060-006",79.0213546753,-69.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"061-006",79.0213546753,-67.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"030-007",77.117225647,-125.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"031-007",77.117225647,-123.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"032-007",77.117225647,-121.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"033-007",77.117225647,-120,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"034-007",77.117225647,-118.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"035-007",77.117225647,-116.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"036-007",77.117225647,-114.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"037-007",77.117225647,-112.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"038-007",77.117225647,-110.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"039-007",77.117225647,-108.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"040-007",77.117225647,-106.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"041-007",77.117225647,-105,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"042-007",77.117225647,-103.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"043-007",77.117225647,-101.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"044-007",77.117225647,-99.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"045-007",77.117225647,-97.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"046-007",77.117225647,-95.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"047-007",77.117225647,-93.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"048-007",77.117225647,-91.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"049-007",77.117225647,-90,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"050-007",77.117225647,-88.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"051-007",77.117225647,-86.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"052-007",77.117225647,-84.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"053-007",77.117225647,-82.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"054-007",77.117225647,-80.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"055-007",77.117225647,-78.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"056-007",77.117225647,-76.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"057-007",77.117225647,-75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"058-007",77.117225647,-73.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"059-007",77.117225647,-71.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"029-008",75.2130966187,-127.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"030-008",75.2130966187,-125.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"031-008",75.2130966187,-123.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"032-008",75.2130966187,-121.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"033-008",75.2130966187,-120,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"034-008",75.2130966187,-118.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"035-008",75.2130966187,-116.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"036-008",75.2130966187,-114.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"037-008",75.2130966187,-112.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"038-008",75.2130966187,-110.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"039-008",75.2130966187,-108.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"040-008",75.2130966187,-106.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"041-008",75.2130966187,-105,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"042-008",75.2130966187,-103.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"043-008",75.2130966187,-101.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"044-008",75.2130966187,-99.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"045-008",75.2130966187,-97.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"046-008",75.2130966187,-95.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"047-008",75.2130966187,-93.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"048-008",75.2130966187,-91.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"049-008",75.2130966187,-90,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"050-008",75.2130966187,-88.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"051-008",75.2130966187,-86.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"052-008",75.2130966187,-84.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"053-008",75.2130966187,-82.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"054-008",75.2130966187,-80.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"055-008",75.2130966187,-78.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"056-008",75.2130966187,-76.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"057-008",75.2130966187,-75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"058-008",75.2130966187,-73.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"028-009",73.3089675903,-129.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"029-009",73.3089675903,-127.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"030-009",73.3089675903,-125.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"031-009",73.3089675903,-123.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"032-009",73.3089675903,-121.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"033-009",73.3089675903,-120,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"034-009",73.3089675903,-118.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"035-009",73.3089675903,-116.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"036-009",73.3089675903,-114.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"037-009",73.3089675903,-112.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"038-009",73.3089675903,-110.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"039-009",73.3089675903,-108.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"040-009",73.3089675903,-106.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"041-009",73.3089675903,-105,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"042-009",73.3089675903,-103.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"043-009",73.3089675903,-101.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"044-009",73.3089675903,-99.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"045-009",73.3089675903,-97.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"046-009",73.3089675903,-95.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"047-009",73.3089675903,-93.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"048-009",73.3089675903,-91.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"049-009",73.3089675903,-90,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"050-009",73.3089675903,-88.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"051-009",73.3089675903,-86.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"052-009",73.3089675903,-84.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"053-009",73.3089675903,-82.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"054-009",73.3089675903,-80.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"055-009",73.3089675903,-78.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"056-009",73.3089675903,-76.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"057-009",73.3089675903,-75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"058-009",73.3089675903,-73.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"059-009",73.3089675903,-71.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"009-010",71.404838562,-165,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"010-010",71.404838562,-163.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"011-010",71.404838562,-161.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"012-010",71.404838562,-159.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"013-010",71.404838562,-157.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"014-010",71.404838562,-155.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"015-010",71.404838562,-153.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"016-010",71.404838562,-151.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"017-010",71.404838562,-150,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"018-010",71.404838562,-148.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"019-010",71.404838562,-146.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"020-010",71.404838562,-144.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"021-010",71.404838562,-142.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"022-010",71.404838562,-140.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"023-010",71.404838562,-138.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"026-010",71.404838562,-133.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"027-010",71.404838562,-131.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"028-010",71.404838562,-129.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"029-010",71.404838562,-127.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"030-010",71.404838562,-125.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"031-010",71.404838562,-123.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"032-010",71.404838562,-121.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"033-010",71.404838562,-120,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"034-010",71.404838562,-118.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"035-010",71.404838562,-116.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"036-010",71.404838562,-114.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"037-010",71.404838562,-112.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"038-010",71.404838562,-110.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"039-010",71.404838562,-108.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"040-010",71.404838562,-106.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"041-010",71.404838562,-105,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"042-010",71.404838562,-103.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"043-010",71.404838562,-101.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"044-010",71.404838562,-99.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"045-010",71.404838562,-97.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"046-010",71.404838562,-95.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"047-010",71.404838562,-93.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"048-010",71.404838562,-91.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"049-010",71.404838562,-90,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"050-010",71.404838562,-88.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"051-010",71.404838562,-86.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"052-010",71.404838562,-84.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"053-010",71.404838562,-82.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"054-010",71.404838562,-80.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"055-010",71.404838562,-78.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"056-010",71.404838562,-76.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"057-010",71.404838562,-75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"058-010",71.404838562,-73.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"059-010",71.404838562,-71.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"060-010",71.404838562,-69.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"061-010",71.404838562,-67.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"062-010",71.404838562,-65.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"007-011",69.5007095337,-168.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"008-011",69.5007095337,-166.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"009-011",69.5007095337,-165,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"010-011",69.5007095337,-163.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"011-011",69.5007095337,-161.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"012-011",69.5007095337,-159.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"013-011",69.5007095337,-157.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"014-011",69.5007095337,-155.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"015-011",69.5007095337,-153.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"016-011",69.5007095337,-151.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"017-011",69.5007095337,-150,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"018-011",69.5007095337,-148.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"019-011",69.5007095337,-146.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"020-011",69.5007095337,-144.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"021-011",69.5007095337,-142.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"022-011",69.5007095337,-140.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"023-011",69.5007095337,-138.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"024-011",69.5007095337,-136.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"025-011",69.5007095337,-135,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"026-011",69.5007095337,-133.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"027-011",69.5007095337,-131.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"028-011",69.5007095337,-129.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"029-011",69.5007095337,-127.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"030-011",69.5007095337,-125.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"031-011",69.5007095337,-123.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"032-011",69.5007095337,-121.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"033-011",69.5007095337,-120,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"034-011",69.5007095337,-118.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"035-011",69.5007095337,-116.25,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"036-011",69.5007095337,-114.375,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"037-011",69.5007095337,-112.5,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"038-011",69.5007095337,-110.625,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"039-011",69.5007095337,-108.75,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"040-011",69.5007095337,-106.875,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"041-011",69.5007095337,-105,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
"042-011",69.5007095337,-103.125,1875,0,"MPB","20CR",NA,NA,NA,NA,NA,NA,NA,NA
