"Name","Latitude","Longitude","Year","LoganProbability","pestCode","climGrid","LoganProbability2b","SafranyikProbability","SafranyikP3P4Probability","ColdToleranceSurvival","HybridCT","ProductpLpSpC","GeometricproductpL2bpSpC","GeometricproductpL2bpC"
"042-009",73.3089675903,-103.125,1914,0,"MPB","20CR",0,0,0,0.84388,0,0,0,0
"043-009",73.3089675903,-101.25,1914,0,"MPB","20CR",0,0,0,0.87544,0,0,0,0
"044-009",73.3089675903,-99.375,1914,0,"MPB","20CR",0,0,0,0.89096,0,0,0,0
"045-009",73.3089675903,-97.5,1914,0,"MPB","20CR",0,0,0,0.87043,0,0,0,0
"046-009",73.3089675903,-95.625,1914,0,"MPB","20CR",0,0,0,0.84739,0,0,0,0
"047-009",73.3089675903,-93.75,1914,0,"MPB","20CR",0,0,0,0.85784,0,0,0,0
"048-009",73.3089675903,-91.875,1914,0,"MPB","20CR",0,0,0,0.84986,0,0,0,0
"049-009",73.3089675903,-90,1914,0,"MPB","20CR",0,0,0,0.84223,0,0,0,0
"050-009",73.3089675903,-88.125,1914,0,"MPB","20CR",0,0,0,0.91118,0,0,0,0
"051-009",73.3089675903,-86.25,1914,0,"MPB","20CR",0,0,0,0.9455,0,0,0,0
"052-009",73.3089675903,-84.375,1914,0,"MPB","20CR",0,0,0,0.95415,0,0,0,0
"053-009",73.3089675903,-82.5,1914,0,"MPB","20CR",0,0,0,0.9242,0,0,0,0
"054-009",73.3089675903,-80.625,1914,0,"MPB","20CR",0,0,0,0.85865,0,0,0,0
"055-009",73.3089675903,-78.75,1914,0,"MPB","20CR",0,0,0,0.84409,0,0,0,0
"056-009",73.3089675903,-76.875,1914,0,"MPB","20CR",0,0,0,0.86212,0,0,0,0
"057-009",73.3089675903,-75,1914,0,"MPB","20CR",0,0,0,0.88557,0,0,0,0
"058-009",73.3089675903,-73.125,1914,0,"MPB","20CR",0,0,0,0.9119,0,0,0,0
"059-009",73.3089675903,-71.25,1914,0,"MPB","20CR",0,0,0,0.93368,0,0,0,0
"009-010",71.404838562,-165,1914,0,"MPB","20CR",0,0,0,0.95495,0,0,0,0
"010-010",71.404838562,-163.125,1914,0,"MPB","20CR",0,0,0,0.95273,0,0,0,0
"011-010",71.404838562,-161.25,1914,0,"MPB","20CR",0,0,0,0.95208,0,0,0,0
"012-010",71.404838562,-159.375,1914,0,"MPB","20CR",0,0,0,0.9514,0,0,0,0
"013-010",71.404838562,-157.5,1914,0,"MPB","20CR",0,0,0,0.95298,0,0,0,0
"014-010",71.404838562,-155.625,1914,0,"MPB","20CR",0,0,0,0.95156,0,0,0,0
"015-010",71.404838562,-153.75,1914,0,"MPB","20CR",0,0,0,0.95006,0,0,0,0
"016-010",71.404838562,-151.875,1914,0,"MPB","20CR",0,0,0,0.94333,0,0,0,0
"017-010",71.404838562,-150,1914,0,"MPB","20CR",0,0,0,0.93447,0,0,0,0
"018-010",71.404838562,-148.125,1914,0,"MPB","20CR",0,0,0,0.92623,0,0,0,0
"019-010",71.404838562,-146.25,1914,0,"MPB","20CR",0,0,0,0.91974,0,0,0,0
"020-010",71.404838562,-144.375,1914,0,"MPB","20CR",0,0,0,0.91196,0,0,0,0
"021-010",71.404838562,-142.5,1914,0,"MPB","20CR",0,0,0,0.90871,0,0,0,0
"022-010",71.404838562,-140.625,1914,0,"MPB","20CR",0,0,0,0.90808,0,0,0,0
"023-010",71.404838562,-138.75,1914,0,"MPB","20CR",0,0,0,0.91086,0,0,0,0
"026-010",71.404838562,-133.125,1914,0,"MPB","20CR",0,0,0,0.93266,0,0,0,0
"027-010",71.404838562,-131.25,1914,0,"MPB","20CR",0,0,0,0.94029,0,0,0,0
"028-010",71.404838562,-129.375,1914,0,"MPB","20CR",0,0,0,0.94265,0,0,0,0
"029-010",71.404838562,-127.5,1914,0,"MPB","20CR",0,0,0,0.9393,0,0,0,0
"030-010",71.404838562,-125.625,1914,0,"MPB","20CR",0,0,0,0.94391,0,0,0,0
"031-010",71.404838562,-123.75,1914,0,"MPB","20CR",0,0,0,0.97026,0,0,0,0
"032-010",71.404838562,-121.875,1914,0,"MPB","20CR",0,0,0,0.97578,0,0,0,0
"033-010",71.404838562,-120,1914,0,"MPB","20CR",0,0,0,0.95588,0,0,0,0
"034-010",71.404838562,-118.125,1914,0,"MPB","20CR",0,0,0,0.91768,0,0,0,0
"035-010",71.404838562,-116.25,1914,0,"MPB","20CR",0,0,0,0.88162,0,0,0,0
"036-010",71.404838562,-114.375,1914,0,"MPB","20CR",0,0,0,0.84836,0,0,0,0
"037-010",71.404838562,-112.5,1914,0,"MPB","20CR",0,0,0,0.80854,0,0,0,0
"038-010",71.404838562,-110.625,1914,0,"MPB","20CR",0,0,0,0.8495,0,0,0,0
"039-010",71.404838562,-108.75,1914,0,"MPB","20CR",0,0,0,0.86917,0,0,0,0
"040-010",71.404838562,-106.875,1914,0,"MPB","20CR",0,0,0,0.89519,0,0,0,0
"041-010",71.404838562,-105,1914,0,"MPB","20CR",0,0,0,0.9143,0,0,0,0
"042-010",71.404838562,-103.125,1914,0,"MPB","20CR",0,0,0,0.89613,0,0,0,0
"043-010",71.404838562,-101.25,1914,0,"MPB","20CR",0,0,0,0.88502,0,0,0,0
"044-010",71.404838562,-99.375,1914,0,"MPB","20CR",0,0,0,0.87302,0,0,0,0
"045-010",71.404838562,-97.5,1914,0,"MPB","20CR",0,0,0,0.93066,0,0,0,0
"046-010",71.404838562,-95.625,1914,0,"MPB","20CR",0,0,0,0.96613,0,0,0,0
"047-010",71.404838562,-93.75,1914,0,"MPB","20CR",0,0,0,0.97128,0,0,0,0
"048-010",71.404838562,-91.875,1914,0,"MPB","20CR",0,0,0,0.94659,0,0,0,0
"049-010",71.404838562,-90,1914,0,"MPB","20CR",0,0,0,0.89385,0,0,0,0
"050-010",71.404838562,-88.125,1914,0,"MPB","20CR",0,0,0,0.95118,0,0,0,0
"051-010",71.404838562,-86.25,1914,0,"MPB","20CR",0,0,0,0.97245,0,0,0,0
"052-010",71.404838562,-84.375,1914,0,"MPB","20CR",0,0,0,0.97448,0,0,0,0
"053-010",71.404838562,-82.5,1914,0,"MPB","20CR",0,0,0,0.97469,0,0,0,0
"054-010",71.404838562,-80.625,1914,0,"MPB","20CR",0,0,0,0.97225,0,0,0,0
"055-010",71.404838562,-78.75,1914,0,"MPB","20CR",0,0,0,0.97022,0,0,0,0
"056-010",71.404838562,-76.875,1914,0,"MPB","20CR",0,0,0,0.96825,0,0,0,0
"057-010",71.404838562,-75,1914,0,"MPB","20CR",0,0,0,0.95097,0,0,0,0
"058-010",71.404838562,-73.125,1914,0,"MPB","20CR",0,0,0,0.90962,0,0,0,0
"059-010",71.404838562,-71.25,1914,0,"MPB","20CR",0,0,0,0.88964,0,0,0,0
"060-010",71.404838562,-69.375,1914,0,"MPB","20CR",0,0,0,0.90853,0,0,0,0
"061-010",71.404838562,-67.5,1914,0,"MPB","20CR",0,0,0,0.92966,0,0,0,0
"062-010",71.404838562,-65.625,1914,0,"MPB","20CR",0,0,0,0.94045,0,0,0,0
"007-011",69.5007095337,-168.75,1914,0,"MPB","20CR",0,0,0,0.97325,0,0,0,0
"008-011",69.5007095337,-166.875,1914,0,"MPB","20CR",0,0,0,0.9702,0,0,0,0
"009-011",69.5007095337,-165,1914,0,"MPB","20CR",0,0,0,0.96554,0,0,0,0
"010-011",69.5007095337,-163.125,1914,0,"MPB","20CR",0,0,0,0.97347,0,0,0,0
"011-011",69.5007095337,-161.25,1914,0,"MPB","20CR",0,0,0,0.98567,0,0,0,0
"012-011",69.5007095337,-159.375,1914,0,"MPB","20CR",0,0,0,0.98755,0,0,0,0
"013-011",69.5007095337,-157.5,1914,0,"MPB","20CR",0,0,0,0.98237,0,0,0,0
"014-011",69.5007095337,-155.625,1914,0,"MPB","20CR",0,0,0,0.97221,0,0,0,0
"015-011",69.5007095337,-153.75,1914,0,"MPB","20CR",0,0,0,0.95695,0,0,0,0
"016-011",69.5007095337,-151.875,1914,0,"MPB","20CR",0,0,0,0.92762,0,0,0,0
"017-011",69.5007095337,-150,1914,0,"MPB","20CR",0,0,0,0.92156,0,0,0,0
"018-011",69.5007095337,-148.125,1914,0,"MPB","20CR",0,0,0,0.91183,0,0,0,0
"019-011",69.5007095337,-146.25,1914,0,"MPB","20CR",0,0,0,0.91628,0,0,0,0
"020-011",69.5007095337,-144.375,1914,0,"MPB","20CR",0,0,0,0.92172,0,0,0,0
"021-011",69.5007095337,-142.5,1914,0,"MPB","20CR",0,0,0,0.9385,0,0,0,0
"022-011",69.5007095337,-140.625,1914,0,"MPB","20CR",0,0,0,0.95532,0,0,0,0
"023-011",69.5007095337,-138.75,1914,0,"MPB","20CR",0,0,0,0.97144,0,0,0,0
"024-011",69.5007095337,-136.875,1914,0,"MPB","20CR",0,0,0,0.97418,0,0,0,0
"025-011",69.5007095337,-135,1914,0,"MPB","20CR",0,0,0,0.97553,0,0,0,0
"026-011",69.5007095337,-133.125,1914,0,"MPB","20CR",0,0,0,0.97107,0,0,0,0
"027-011",69.5007095337,-131.25,1914,0,"MPB","20CR",0,0,0,0.96692,0,0,0,0
"028-011",69.5007095337,-129.375,1914,0,"MPB","20CR",0,0,0,0.96769,0,0,0,0
"029-011",69.5007095337,-127.5,1914,0,"MPB","20CR",0,0,0,0.96856,0,0,0,0
"030-011",69.5007095337,-125.625,1914,0,"MPB","20CR",0,0,0,0.9663,0,0,0,0
"031-011",69.5007095337,-123.75,1914,0,"MPB","20CR",0,0,0,0.96012,0,0,0,0
"032-011",69.5007095337,-121.875,1914,0,"MPB","20CR",0,0,0,0.97016,0,0,0,0
"033-011",69.5007095337,-120,1914,0,"MPB","20CR",0,0,0,0.96495,0,0,0,0
"034-011",69.5007095337,-118.125,1914,0,"MPB","20CR",0,0,0,0.94385,0,0,0,0
"035-011",69.5007095337,-116.25,1914,0,"MPB","20CR",0,0,0,0.87273,0,0,0,0
"036-011",69.5007095337,-114.375,1914,0,"MPB","20CR",0,0,0,0.85072,0,0,0,0
"037-011",69.5007095337,-112.5,1914,0,"MPB","20CR",0,0,0,0.80673,0,0,0,0
"038-011",69.5007095337,-110.625,1914,0,"MPB","20CR",0,0,0,0.81855,0,0,0,0
"039-011",69.5007095337,-108.75,1914,0,"MPB","20CR",0,0,0,0.84653,0,0,0,0
"040-011",69.5007095337,-106.875,1914,0,"MPB","20CR",0,0,0,0.88122,0,0,0,0
"041-011",69.5007095337,-105,1914,0,"MPB","20CR",0,0,0,0.92972,0,0,0,0
"042-011",69.5007095337,-103.125,1914,0,"MPB","20CR",0,0,0,0.95578,0,0,0,0
"043-011",69.5007095337,-101.25,1914,0,"MPB","20CR",0,0,0,0.96822,0,0,0,0
"044-011",69.5007095337,-99.375,1914,0,"MPB","20CR",0,0,0,0.94872,0,0,0,0
"045-011",69.5007095337,-97.5,1914,0,"MPB","20CR",0,0,0,0.9728,0,0,0,0
"046-011",69.5007095337,-95.625,1914,0,"MPB","20CR",0,0,0,0.97993,0,0,0,0
"047-011",69.5007095337,-93.75,1914,0,"MPB","20CR",0,0,0,0.9775,0,0,0,0
"048-011",69.5007095337,-91.875,1914,0,"MPB","20CR",0,0,0,0.97583,0,0,0,0
"049-011",69.5007095337,-90,1914,0,"MPB","20CR",0,0,0,0.94178,0,0,0,0
"050-011",69.5007095337,-88.125,1914,0,"MPB","20CR",0,0,0,0.89166,0,0,0,0
"051-011",69.5007095337,-86.25,1914,0,"MPB","20CR",0,0,0,0.93875,0,0,0,0
"052-011",69.5007095337,-84.375,1914,0,"MPB","20CR",0,0,0,0.97046,0,0,0,0
"053-011",69.5007095337,-82.5,1914,0,"MPB","20CR",0,0,0,0.96384,0,0,0,0
"054-011",69.5007095337,-80.625,1914,0,"MPB","20CR",0,0,0,0.92943,0,0,0,0
"055-011",69.5007095337,-78.75,1914,0,"MPB","20CR",0,0,0,0.94331,0,0,0,0
"056-011",69.5007095337,-76.875,1914,0,"MPB","20CR",0,0,0,0.97241,0,0,0,0
"057-011",69.5007095337,-75,1914,0,"MPB","20CR",0,0,0,0.97393,0,0,0,0
"058-011",69.5007095337,-73.125,1914,0,"MPB","20CR",0,0,0,0.97195,0,0,0,0
"059-011",69.5007095337,-71.25,1914,0,"MPB","20CR",0,0,0,0.96505,0,0,0,0
"060-011",69.5007095337,-69.375,1914,0,"MPB","20CR",0,0,0,0.9317,0,0,0,0
"061-011",69.5007095337,-67.5,1914,0,"MPB","20CR",0,0,0,0.88688,0,0,0,0
"062-011",69.5007095337,-65.625,1914,0,"MPB","20CR",0,0,0,0.90657,0,0,0,0
"063-011",69.5007095337,-63.75,1914,0,"MPB","20CR",0,0,0,0.92846,0,0,0,0
"007-012",67.5965805054,-168.75,1914,0,"MPB","20CR",0,0,0,0.97428,0,0,0,0
"008-012",67.5965805054,-166.875,1914,0,"MPB","20CR",0,0,0,0.9836,0,0,0,0
"009-012",67.5965805054,-165,1914,0,"MPB","20CR",0,0,0,0.99122,0,0,0,0
"010-012",67.5965805054,-163.125,1914,0,"MPB","20CR",0,0,0,0.97589,0,0,0,0
"011-012",67.5965805054,-161.25,1914,0,"MPB","20CR",0,0,0,0.93074,0,0,0,0
"012-012",67.5965805054,-159.375,1914,0,"MPB","20CR",0,0,0,0.89181,0,0,0,0
"013-012",67.5965805054,-157.5,1914,0,"MPB","20CR",0,0,0,0.84474,0,0,0,0
"014-012",67.5965805054,-155.625,1914,0,"MPB","20CR",0,0,0,0.80477,0,0,0,0
"015-012",67.5965805054,-153.75,1914,0,"MPB","20CR",0,0,0,0.80854,0,0,0,0
"016-012",67.5965805054,-151.875,1914,0,"MPB","20CR",0,0,0,0.74721,0,0,0,0
"017-012",67.5965805054,-150,1914,0,"MPB","20CR",0,0,0,0.71944,0,0,0,0
"018-012",67.5965805054,-148.125,1914,0,"MPB","20CR",0,0,0,0.68682,0,0,0,0
"019-012",67.5965805054,-146.25,1914,0,"MPB","20CR",0,0,0,0.68177,0,0,0,0
"020-012",67.5965805054,-144.375,1914,0,"MPB","20CR",0,0,0,0.64766,0,0,0,0
"021-012",67.5965805054,-142.5,1914,0,"MPB","20CR",0,0,0,0.65278,0,0,0,0
"022-012",67.5965805054,-140.625,1914,0,"MPB","20CR",0,0,0,0.66133,0,0,0,0
"023-012",67.5965805054,-138.75,1914,0,"MPB","20CR",0,0,0,0.70335,0,0,0,0
"024-012",67.5965805054,-136.875,1914,0,"MPB","20CR",0,0,0,0.74971,0,0,0,0
"025-012",67.5965805054,-135,1914,0,"MPB","20CR",0,0,0,0.77331,0,0,0,0
"026-012",67.5965805054,-133.125,1914,0,"MPB","20CR",0,0,0,0.80366,0,0,0,0
"027-012",67.5965805054,-131.25,1914,0,"MPB","20CR",0,0,0,0.816,0,0,0,0
"028-012",67.5965805054,-129.375,1914,0,"MPB","20CR",0,0,0,0.81841,0,0,0,0
"029-012",67.5965805054,-127.5,1914,0,"MPB","20CR",0,0,0,0.82603,0,0,0,0
"030-012",67.5965805054,-125.625,1914,0,"MPB","20CR",0,0,0,0.84513,0,0,0,0
"031-012",67.5965805054,-123.75,1914,0,"MPB","20CR",0,0,0,0.8611,0,0,0,0
"032-012",67.5965805054,-121.875,1914,0,"MPB","20CR",0,0,0,0.84514,0,0,0,0
"033-012",67.5965805054,-120,1914,0,"MPB","20CR",0,0,0,0.83124,0,0,0,0
"034-012",67.5965805054,-118.125,1914,0,"MPB","20CR",0,0,0,0.82668,0,0,0,0
"035-012",67.5965805054,-116.25,1914,0,"MPB","20CR",0,0,0,0.79786,0,0,0,0
"036-012",67.5965805054,-114.375,1914,0,"MPB","20CR",0,0,0,0.76942,0,0,0,0
"037-012",67.5965805054,-112.5,1914,0,"MPB","20CR",0,0,0,0.73182,0,0,0,0
"038-012",67.5965805054,-110.625,1914,0,"MPB","20CR",0,0,0,0.75111,0,0,0,0
"039-012",67.5965805054,-108.75,1914,0,"MPB","20CR",0,0,0,0.77037,0,0,0,0
"040-012",67.5965805054,-106.875,1914,0,"MPB","20CR",0,0,0,0.7928,0,0,0,0
"041-012",67.5965805054,-105,1914,0,"MPB","20CR",0,0,0,0.8302,0,0,0,0
"042-012",67.5965805054,-103.125,1914,0,"MPB","20CR",0,0,0,0.85678,0,0,0,0
"043-012",67.5965805054,-101.25,1914,0,"MPB","20CR",0,0,0,0.8773,0,0,0,0
"044-012",67.5965805054,-99.375,1914,0,"MPB","20CR",0,0,0,0.88036,0,0,0,0
"045-012",67.5965805054,-97.5,1914,0,"MPB","20CR",0,0,0,0.86863,0,0,0,0
"046-012",67.5965805054,-95.625,1914,0,"MPB","20CR",0,0,0,0.8576,0,0,0,0
"047-012",67.5965805054,-93.75,1914,0,"MPB","20CR",0,0,0,0.83757,0,0,0,0
"048-012",67.5965805054,-91.875,1914,0,"MPB","20CR",0,0,0,0.80943,0,0,0,0
"049-012",67.5965805054,-90,1914,0,"MPB","20CR",0,0,0,0.84665,0,0,0,0
"050-012",67.5965805054,-88.125,1914,0,"MPB","20CR",0,0,0,0.87338,0,0,0,0
"051-012",67.5965805054,-86.25,1914,0,"MPB","20CR",0,0,0,0.94759,0,0,0,0
"052-012",67.5965805054,-84.375,1914,0,"MPB","20CR",0,0,0,0.96051,0,0,0,0
"053-012",67.5965805054,-82.5,1914,0,"MPB","20CR",0,0,0,0.9524,0,0,0,0
"054-012",67.5965805054,-80.625,1914,0,"MPB","20CR",0,0,0,0.93722,0,0,0,0
"055-012",67.5965805054,-78.75,1914,0,"MPB","20CR",0,0,0,0.92722,0,0,0,0
"056-012",67.5965805054,-76.875,1914,0,"MPB","20CR",0,0,0,0.92742,0,0,0,0
"057-012",67.5965805054,-75,1914,0,"MPB","20CR",0,0,0,0.95,0,0,0,0
"058-012",67.5965805054,-73.125,1914,0,"MPB","20CR",0,0,0,0.97309,0,0,0,0
"059-012",67.5965805054,-71.25,1914,0,"MPB","20CR",0,0,0,0.98034,0,0,0,0
"060-012",67.5965805054,-69.375,1914,0,"MPB","20CR",0,0,0,0.97953,0,0,0,0
"061-012",67.5965805054,-67.5,1914,0,"MPB","20CR",0,0,0,0.97635,0,0,0,0
"062-012",67.5965805054,-65.625,1914,0,"MPB","20CR",0,0,0,0.95603,0,0,0,0
"063-012",67.5965805054,-63.75,1914,0,"MPB","20CR",0,0,0,0.91446,0,0,0,0
"064-012",67.5965805054,-61.875,1914,0,"MPB","20CR",0,0,0,0.94145,0,0,0,0
"065-012",67.5965805054,-60,1914,0,"MPB","20CR",0,0,0,0.96421,0,0,0,0
"005-013",65.6924514771,-172.5,1914,0,"MPB","20CR",0,0,0,0.99197,0,0,0,0
"006-013",65.6924514771,-170.625,1914,0,"MPB","20CR",0,0,0,0.98697,0,0,0,0
"007-013",65.6924514771,-168.75,1914,0,"MPB","20CR",0,0,0,0.97723,0,0,0,0
"008-013",65.6924514771,-166.875,1914,0,"MPB","20CR",0,0,0,0.99135,0,0,0,0
"009-013",65.6924514771,-165,1914,0,"MPB","20CR",0,0,0,0.99273,0,0,0,0
"010-013",65.6924514771,-163.125,1914,0,"MPB","20CR",0,0,0,0.97175,0,0,0,0
"011-013",65.6924514771,-161.25,1914,0,"MPB","20CR",0,0,0,0.917,0,0,0,0
"012-013",65.6924514771,-159.375,1914,0,"MPB","20CR",0,0,0,0.89077,0,0,0,0
"013-013",65.6924514771,-157.5,1914,0,"MPB","20CR",0,0,0,0.84651,0,0,0,0
"014-013",65.6924514771,-155.625,1914,0,"MPB","20CR",0,0,0,0.80563,0,0,0,0
"015-013",65.6924514771,-153.75,1914,0,"MPB","20CR",0,0,0,0.77852,0,0,0,0
"016-013",65.6924514771,-151.875,1914,0,"MPB","20CR",0,0,0,0.75781,0,0,0,0
"017-013",65.6924514771,-150,1914,0,"MPB","20CR",0,0,0,0.64686,0,0,0,0
"018-013",65.6924514771,-148.125,1914,0,"MPB","20CR",0,0,0,0.53438,0,0,0,0
"019-013",65.6924514771,-146.25,1914,0,"MPB","20CR",0,0,0,0.38922,0,0,0,0
"020-013",65.6924514771,-144.375,1914,0,"MPB","20CR",0,0,0,0.35401,0,0,0,0
"021-013",65.6924514771,-142.5,1914,0,"MPB","20CR",0,0,0,0.31032,0,0,0,0
"022-013",65.6924514771,-140.625,1914,0,"MPB","20CR",0,0,0,0.38099,0,0,0,0
"023-013",65.6924514771,-138.75,1914,0,"MPB","20CR",0,0,0,0.44286,0,0,0,0
"024-013",65.6924514771,-136.875,1914,0,"MPB","20CR",0,0,0,0.50019,0,0,0,0
"025-013",65.6924514771,-135,1914,0,"MPB","20CR",0,0,0,0.55136,0,0,0,0
"026-013",65.6924514771,-133.125,1914,0,"MPB","20CR",0,0,0,0.58265,0,0,0,0
"027-013",65.6924514771,-131.25,1914,0,"MPB","20CR",0,0,0,0.59991,0,0,0,0
"028-013",65.6924514771,-129.375,1914,0,"MPB","20CR",0,0,0,0.63217,0,0,0,0
"029-013",65.6924514771,-127.5,1914,0,"MPB","20CR",0,0,0,0.63641,0,0,0,0
"030-013",65.6924514771,-125.625,1914,0,"MPB","20CR",0,0,0,0.63858,0,0,0,0
"031-013",65.6924514771,-123.75,1914,0,"MPB","20CR",0,0,0,0.59074,0,0,0,0
"032-013",65.6924514771,-121.875,1914,0,"MPB","20CR",0,0,0,0.61638,0,0,0,0
"033-013",65.6924514771,-120,1914,0,"MPB","20CR",0,0,0,0.59647,0,0,0,0
"034-013",65.6924514771,-118.125,1914,0,"MPB","20CR",0,0,0,0.61864,0,0,0,0
"035-013",65.6924514771,-116.25,1914,0,"MPB","20CR",0,0,0,0.6048,0,0,0,0
"036-013",65.6924514771,-114.375,1914,0,"MPB","20CR",0,0,0,0.60962,0,0,0,0
"037-013",65.6924514771,-112.5,1914,0,"MPB","20CR",0,0,0,0.54521,0,0,0,0
"038-013",65.6924514771,-110.625,1914,0,"MPB","20CR",0,0,0,0.62381,0,0,0,0
"039-013",65.6924514771,-108.75,1914,0,"MPB","20CR",0,0,0,0.63867,0,0,0,0
"040-013",65.6924514771,-106.875,1914,0,"MPB","20CR",0,0,0,0.70443,0,0,0,0
"041-013",65.6924514771,-105,1914,0,"MPB","20CR",0,0,0,0.73244,0,0,0,0
"042-013",65.6924514771,-103.125,1914,0,"MPB","20CR",0,0,0,0.7229,0,0,0,0
"043-013",65.6924514771,-101.25,1914,0,"MPB","20CR",0,0,0,0.70563,0,0,0,0
"044-013",65.6924514771,-99.375,1914,0,"MPB","20CR",0,0,0,0.68411,0,0,0,0
"045-013",65.6924514771,-97.5,1914,0,"MPB","20CR",0,0,0,0.66125,0,0,0,0
"046-013",65.6924514771,-95.625,1914,0,"MPB","20CR",0,0,0,0.65393,0,0,0,0
"047-013",65.6924514771,-93.75,1914,0,"MPB","20CR",0,0,0,0.6253,0,0,0,0
"048-013",65.6924514771,-91.875,1914,0,"MPB","20CR",0,0,0,0.65021,0,0,0,0
"049-013",65.6924514771,-90,1914,0,"MPB","20CR",0,0,0,0.66846,0,0,0,0
"050-013",65.6924514771,-88.125,1914,0,"MPB","20CR",0,0,0,0.83243,0,0,0,0
"051-013",65.6924514771,-86.25,1914,0,"MPB","20CR",0,0,0,0.95158,0,0,0,0
"052-013",65.6924514771,-84.375,1914,0,"MPB","20CR",0,0,0,0.94792,0,0,0,0
"053-013",65.6924514771,-82.5,1914,0,"MPB","20CR",0,0,0,0.92897,0,0,0,0
"054-013",65.6924514771,-80.625,1914,0,"MPB","20CR",0,0,0,0.93917,0,0,0,0
"055-013",65.6924514771,-78.75,1914,0,"MPB","20CR",0,0,0,0.94954,0,0,0,0
"056-013",65.6924514771,-76.875,1914,0,"MPB","20CR",0,0,0,0.95259,0,0,0,0
"057-013",65.6924514771,-75,1914,0,"MPB","20CR",0,0,0,0.9532,0,0,0,0
"058-013",65.6924514771,-73.125,1914,0,"MPB","20CR",0,0,0,0.97719,0,0,0,0
"059-013",65.6924514771,-71.25,1914,0,"MPB","20CR",0,0,0,0.98629,0,0,0,0
"060-013",65.6924514771,-69.375,1914,0,"MPB","20CR",0,0,0,0.98178,0,0,0,0
"061-013",65.6924514771,-67.5,1914,0,"MPB","20CR",0,0,0,0.97444,0,0,0,0
"062-013",65.6924514771,-65.625,1914,0,"MPB","20CR",0,0,0,0.98189,0,0,0,0
"063-013",65.6924514771,-63.75,1914,0,"MPB","20CR",0,0,0,0.98235,0,0,0,0
"064-013",65.6924514771,-61.875,1914,0,"MPB","20CR",0,0,0,0.96992,0,0,0,0
"065-013",65.6924514771,-60,1914,0,"MPB","20CR",0,0,0,0.96229,0,0,0,0
"066-013",65.6924514771,-58.125,1914,0,"MPB","20CR",0,0,0,0.97051,0,0,0,0
"003-014",63.7883224487,-176.25,1914,0,"MPB","20CR",0,0,0,0.95851,0,0,0,0
"004-014",63.7883224487,-174.375,1914,0,"MPB","20CR",0,0,0,0.96697,0,0,0,0
"005-014",63.7883224487,-172.5,1914,0,"MPB","20CR",0,0,0,0.97398,0,0,0,0
"006-014",63.7883224487,-170.625,1914,0,"MPB","20CR",0,0,0,0.97803,0,0,0,0
"007-014",63.7883224487,-168.75,1914,0,"MPB","20CR",0,0,0,0.97929,0,0,0,0
"008-014",63.7883224487,-166.875,1914,0,"MPB","20CR",0,0,0,0.97856,0,0,0,0
"009-014",63.7883224487,-165,1914,0,"MPB","20CR",0,0,0,0.97652,0,0,0,0
"010-014",63.7883224487,-163.125,1914,0,"MPB","20CR",0,0,0,0.98189,0,0,0,0
"011-014",63.7883224487,-161.25,1914,0,"MPB","20CR",0,0,0,0.97012,0,0,0,0
"012-014",63.7883224487,-159.375,1914,0,"MPB","20CR",0,0,0,0.90492,0,0,0,0
"013-014",63.7883224487,-157.5,1914,0,"MPB","20CR",0,0,0,0.83886,0,0,0,0
"014-014",63.7883224487,-155.625,1914,0,"MPB","20CR",0,0,0,0.71882,0,0,0,0
"015-014",63.7883224487,-153.75,1914,0,"MPB","20CR",0,0,0,0.61724,0,0,0,0
"016-014",63.7883224487,-151.875,1914,0,"MPB","20CR",0,0,0,0.55122,0,0,0,0
"017-014",63.7883224487,-150,1914,0,"MPB","20CR",0,0,0,0.49739,0,0,0,0
"018-014",63.7883224487,-148.125,1914,0,"MPB","20CR",0,0,0,0.51373,0,0,0,0
"019-014",63.7883224487,-146.25,1914,0,"MPB","20CR",0,0,0,0.46401,0,0,0,0
"020-014",63.7883224487,-144.375,1914,0,"MPB","20CR",0,0,0,0.36813,0,0,0,0
"021-014",63.7883224487,-142.5,1914,0,"MPB","20CR",0,0,0,0.29591,0,0,0,0
"022-014",63.7883224487,-140.625,1914,0,"MPB","20CR",0,0,0,0.21034,0,0,0,0
"023-014",63.7883224487,-138.75,1914,0,"MPB","20CR",0,0,0,0.15728,0,0,0,0
"024-014",63.7883224487,-136.875,1914,0,"MPB","20CR",0,0,0,0.14674,0,0,0,0
"025-014",63.7883224487,-135,1914,0,"MPB","20CR",0,0,0,0.2385,0,0,0,0
"026-014",63.7883224487,-133.125,1914,0,"MPB","20CR",0,0,0,0.28529,0,0,0,0
"027-014",63.7883224487,-131.25,1914,0,"MPB","20CR",0,0,0,0.27664,0,0,0,0
"028-014",63.7883224487,-129.375,1914,0,"MPB","20CR",0,0,0,0.3419,0,0,0,0
"029-014",63.7883224487,-127.5,1914,0,"MPB","20CR",0,0,0,0.36423,0,0,0,0
"030-014",63.7883224487,-125.625,1914,0,"MPB","20CR",0,0,0,0.45224,0,0,0,0
"031-014",63.7883224487,-123.75,1914,0,"MPB","20CR",0,0,0,0.39619,0,0,0,0
"032-014",63.7883224487,-121.875,1914,0,"MPB","20CR",0,0,0,0.3117,0,0,0,0
"033-014",63.7883224487,-120,1914,0,"MPB","20CR",0,0,0,0.30413,0,0,0,0
"034-014",63.7883224487,-118.125,1914,0,"MPB","20CR",0,0,0,0.30953,0,0,0,0
